date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:53:43	34390/34390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.eot?	C:/Users/ADMIN/Desktop/theme%207hsa/tm7sa/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400d41d.eot	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
07:53:45	13600/13600	---M--	200	added ('OK')	font/woff2	etag:%225e39dcac-3520%22	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff2	C:/Users/ADMIN/Desktop/theme%207hsa/tm7sa/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff2	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
07:53:48	16800/16800	---M--	200	added ('OK')	font/woff	etag:%225e39dcac-41a0%22	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff	C:/Users/ADMIN/Desktop/theme%207hsa/tm7sa/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
07:53:59	34092/34092	---M--	200	added ('OK')	application/octet-stream	etag:%225e39dcac-852c%22	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.ttf	C:/Users/ADMIN/Desktop/theme%207hsa/tm7sa/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.ttf	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
07:54:05	715890/715890	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e39dcac-aec72%22	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.svg	C:/Users/ADMIN/Desktop/theme%207hsa/tm7sa/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.svg	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
07:54:13	144322/144322	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e39dcac-233c2%22	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.svg	C:/Users/ADMIN/Desktop/theme%207hsa/tm7sa/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.svg	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
07:54:19	194078/194078	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.eot	C:/Users/ADMIN/Desktop/theme%207hsa/tm7sa/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.eot	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
07:54:19	194078/194078	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.eot?	C:/Users/ADMIN/Desktop/theme%207hsa/tm7sa/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900d41d.eot	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
07:54:37	99004/99004	---M--	200	added ('OK')	font/woff	etag:%225e39dcac-182bc%22	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.woff	C:/Users/ADMIN/Desktop/theme%207hsa/tm7sa/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.woff	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
07:54:43	76120/76120	---M--	200	added ('OK')	font/woff2	etag:%225e39dcac-12958%22	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.woff2	C:/Users/ADMIN/Desktop/theme%207hsa/tm7sa/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.woff2	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
07:54:47	193792/193792	---M--	200	added ('OK')	application/octet-stream	etag:%225e39dcac-2f500%22	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.ttf	C:/Users/ADMIN/Desktop/theme%207hsa/tm7sa/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.ttf	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
07:54:49	849240/849240	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e39dcac-cf558%22	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.svg	C:/Users/ADMIN/Desktop/theme%207hsa/tm7sa/lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.svg	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
07:54:51	55820/55820	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2024%20May%202015%2002:30:30%20GMT	https://lmpixels.com/demo/breezycv/dark/1/css/fonts/linear-icons-font/fonts/Linearicons-Free.eot?	C:/Users/ADMIN/Desktop/theme%207hsa/tm7sa/lmpixels.com/demo/breezycv/dark/1/css/fonts/linear-icons-font/fonts/Linearicons-Freed41d.eot	(from https://lmpixels.com/demo/breezycv/dark/1/css/fonts/linear-icons-font/style.css)
